Ligand,Receptor,Annotation,Reference
WNT16,FZD6,Secreted Signaling,KEGG: hsa04310; PMID: 23209183
WNT16,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209183
WNT16,FZD7,Secreted Signaling,KEGG: hsa04310; PMID: 23209184
WNT16,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209184
WNT16,FZD8,Secreted Signaling,KEGG: hsa04310; PMID: 23209185
WNT16,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209185
WNT16,FZD9,Secreted Signaling,KEGG: hsa04310; PMID: 23209186
WNT16,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209186
WNT2,FZD1,Secreted Signaling,KEGG: hsa04310; PMID: 23209187
WNT2,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209187
WNT2,FZD10,Secreted Signaling,KEGG: hsa04310; PMID: 23209188
WNT2,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209188
WNT2,FZD2,Secreted Signaling,KEGG: hsa04310; PMID: 23209189
WNT2,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209189
WNT2,FZD3,Secreted Signaling,KEGG: hsa04310; PMID: 23209190
WNT2,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209190
WNT2,FZD4,Secreted Signaling,KEGG: hsa04310; PMID: 23209191
WNT2,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209191
WNT2,FZD5,Secreted Signaling,KEGG: hsa04310; PMID: 23209192
WNT2,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209192
WNT2,FZD6,Secreted Signaling,KEGG: hsa04310; PMID: 23209193
WNT2,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209193
WNT2,FZD7,Secreted Signaling,KEGG: hsa04310; PMID: 23209194
WNT2,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209194
WNT2,FZD8,Secreted Signaling,KEGG: hsa04310; PMID: 23209195
WNT2,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209195
WNT2,FZD9,Secreted Signaling,KEGG: hsa04310; PMID: 23209196
WNT2,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209196
WNT2B,FZD1,Secreted Signaling,KEGG: hsa04310; PMID: 23209197
WNT2B,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209197
WNT2B,FZD10,Secreted Signaling,KEGG: hsa04310; PMID: 23209198
WNT2B,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209198
WNT2B,FZD2,Secreted Signaling,KEGG: hsa04310; PMID: 23209199
WNT2B,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209199
WNT2B,FZD3,Secreted Signaling,KEGG: hsa04310; PMID: 23209200
WNT2B,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209200
WNT2B,FZD4,Secreted Signaling,KEGG: hsa04310; PMID: 23209201
WNT2B,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209201
WNT2B,FZD5,Secreted Signaling,KEGG: hsa04310; PMID: 23209202
WNT2B,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209202
WNT2B,FZD6,Secreted Signaling,KEGG: hsa04310; PMID: 23209203
WNT2B,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209203
WNT2B,FZD7,Secreted Signaling,KEGG: hsa04310; PMID: 23209204
WNT2B,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209204
WNT2B,FZD8,Secreted Signaling,KEGG: hsa04310; PMID: 23209205
WNT2B,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209205
WNT2B,FZD9,Secreted Signaling,KEGG: hsa04310; PMID: 23209206
WNT2B,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209206
WNT3,FZD1,Secreted Signaling,KEGG: hsa04310; PMID: 23209207
WNT3,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209207
WNT3,FZD10,Secreted Signaling,KEGG: hsa04310; PMID: 23209208
WNT3,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209208
WNT3,FZD2,Secreted Signaling,KEGG: hsa04310; PMID: 23209209
WNT3,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209209
WNT3,FZD3,Secreted Signaling,KEGG: hsa04310; PMID: 23209210
WNT3,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209210
WNT3,FZD4,Secreted Signaling,KEGG: hsa04310; PMID: 23209211
WNT3,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209211
WNT3,FZD5,Secreted Signaling,KEGG: hsa04310; PMID: 23209212
WNT3,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209212
WNT3,FZD6,Secreted Signaling,KEGG: hsa04310; PMID: 23209213
WNT3,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209213
WNT3,FZD7,Secreted Signaling,KEGG: hsa04310; PMID: 23209214
WNT3,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209214
WNT3,FZD8,Secreted Signaling,KEGG: hsa04310; PMID: 23209215
WNT3,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209215
WNT3,FZD9,Secreted Signaling,KEGG: hsa04310; PMID: 23209216
WNT3,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209216
WNT3A,FZD1,Secreted Signaling,KEGG: hsa04310; PMID: 23209217
WNT3A,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209217
WNT3A,FZD10,Secreted Signaling,KEGG: hsa04310; PMID: 23209218
WNT3A,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209218
WNT3A,FZD2,Secreted Signaling,KEGG: hsa04310; PMID: 23209219
WNT3A,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209219
WNT3A,FZD3,Secreted Signaling,KEGG: hsa04310; PMID: 23209220
WNT3A,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209220
WNT3A,FZD4,Secreted Signaling,KEGG: hsa04310; PMID: 23209221
WNT3A,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209221
WNT3A,FZD5,Secreted Signaling,KEGG: hsa04310; PMID: 23209222
WNT3A,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209222
WNT3A,FZD6,Secreted Signaling,KEGG: hsa04310; PMID: 23209223
WNT3A,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209223
WNT3A,FZD7,Secreted Signaling,KEGG: hsa04310; PMID: 23209224
WNT3A,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209224
WNT3A,FZD8,Secreted Signaling,KEGG: hsa04310; PMID: 23209225
WNT3A,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209225
WNT3A,FZD9,Secreted Signaling,KEGG: hsa04310; PMID: 23209226
WNT3A,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209226
WNT4,FZD1,Secreted Signaling,KEGG: hsa04310; PMID: 23209227
WNT4,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209227
WNT4,FZD10,Secreted Signaling,KEGG: hsa04310; PMID: 23209228
WNT4,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209228
WNT4,FZD2,Secreted Signaling,KEGG: hsa04310; PMID: 23209229
WNT4,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209229
WNT4,FZD3,Secreted Signaling,KEGG: hsa04310; PMID: 23209230
WNT4,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209230
WNT4,FZD4,Secreted Signaling,KEGG: hsa04310; PMID: 23209231
WNT4,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209231
WNT4,FZD5,Secreted Signaling,KEGG: hsa04310; PMID: 23209232
WNT4,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209232
WNT4,FZD6,Secreted Signaling,KEGG: hsa04310; PMID: 23209233
WNT4,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209233
WNT4,FZD7,Secreted Signaling,KEGG: hsa04310; PMID: 23209234
WNT4,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209234
WNT4,FZD8,Secreted Signaling,KEGG: hsa04310; PMID: 23209235
WNT4,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209235
WNT4,FZD9,Secreted Signaling,KEGG: hsa04310; PMID: 23209236
WNT4,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209236
WNT6,FZD1,Secreted Signaling,KEGG: hsa04310; PMID: 23209237
WNT6,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209237
WNT6,FZD10,Secreted Signaling,KEGG: hsa04310; PMID: 23209238
WNT6,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209238
WNT6,FZD2,Secreted Signaling,KEGG: hsa04310; PMID: 23209239
WNT6,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209239
WNT6,FZD3,Secreted Signaling,KEGG: hsa04310; PMID: 23209240
WNT6,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209240
WNT6,FZD4,Secreted Signaling,KEGG: hsa04310; PMID: 23209241
WNT6,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209241
WNT6,FZD5,Secreted Signaling,KEGG: hsa04310; PMID: 23209242
WNT6,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209242
WNT6,FZD6,Secreted Signaling,KEGG: hsa04310; PMID: 23209243
WNT6,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209243
WNT6,FZD7,Secreted Signaling,KEGG: hsa04310; PMID: 23209244
WNT6,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209244
WNT6,FZD8,Secreted Signaling,KEGG: hsa04310; PMID: 23209245
WNT6,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209245
WNT6,FZD9,Secreted Signaling,KEGG: hsa04310; PMID: 23209246
WNT6,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209246
WNT7A,FZD1,Secreted Signaling,KEGG: hsa04310; PMID: 23209247
WNT7A,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209247
WNT7A,FZD10,Secreted Signaling,KEGG: hsa04310; PMID: 23209248
WNT7A,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209248
WNT7A,FZD2,Secreted Signaling,KEGG: hsa04310; PMID: 23209249
WNT7A,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209249
WNT7A,FZD3,Secreted Signaling,KEGG: hsa04310; PMID: 23209250
WNT7A,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209250
WNT7A,FZD4,Secreted Signaling,KEGG: hsa04310; PMID: 23209251
WNT7A,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209251
WNT7A,FZD5,Secreted Signaling,KEGG: hsa04310; PMID: 23209252
WNT7A,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209252
WNT7A,FZD6,Secreted Signaling,KEGG: hsa04310; PMID: 23209253
WNT7A,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209253
WNT7A,FZD7,Secreted Signaling,KEGG: hsa04310; PMID: 23209254
WNT7A,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209254
WNT7A,FZD8,Secreted Signaling,KEGG: hsa04310; PMID: 23209255
WNT7A,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209255
WNT7A,FZD9,Secreted Signaling,KEGG: hsa04310; PMID: 23209256
WNT7A,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209256
WNT7B,FZD1,Secreted Signaling,KEGG: hsa04310; PMID: 23209257
WNT7B,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209257
WNT7B,FZD10,Secreted Signaling,KEGG: hsa04310; PMID: 23209258
WNT7B,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209258
WNT7B,FZD2,Secreted Signaling,KEGG: hsa04310; PMID: 23209259
WNT7B,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209259
WNT7B,FZD3,Secreted Signaling,KEGG: hsa04310; PMID: 23209260
WNT7B,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209260
WNT7B,FZD4,Secreted Signaling,KEGG: hsa04310; PMID: 23209261
WNT7B,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209261
WNT7B,FZD5,Secreted Signaling,KEGG: hsa04310; PMID: 23209262
WNT7B,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209262
WNT7B,FZD6,Secreted Signaling,KEGG: hsa04310; PMID: 23209263
WNT7B,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209263
WNT7B,FZD7,Secreted Signaling,KEGG: hsa04310; PMID: 23209264
WNT7B,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209264
WNT7B,FZD8,Secreted Signaling,KEGG: hsa04310; PMID: 23209265
WNT7B,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209265
WNT7B,FZD9,Secreted Signaling,KEGG: hsa04310; PMID: 23209266
WNT7B,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209266
WNT8A,FZD1,Secreted Signaling,KEGG: hsa04310; PMID: 23209267
WNT8A,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209267
WNT8A,FZD10,Secreted Signaling,KEGG: hsa04310; PMID: 23209268
WNT8A,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209268
WNT8A,FZD2,Secreted Signaling,KEGG: hsa04310; PMID: 23209269
WNT8A,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209269
WNT8A,FZD3,Secreted Signaling,KEGG: hsa04310; PMID: 23209270
WNT8A,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209270
WNT8A,FZD4,Secreted Signaling,KEGG: hsa04310; PMID: 23209271
WNT8A,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209271
WNT8A,FZD5,Secreted Signaling,KEGG: hsa04310; PMID: 23209272
WNT8A,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209272
WNT8A,FZD6,Secreted Signaling,KEGG: hsa04310; PMID: 23209273
WNT8A,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209273
WNT8A,FZD7,Secreted Signaling,KEGG: hsa04310; PMID: 23209274
WNT8A,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209274
WNT8A,FZD8,Secreted Signaling,KEGG: hsa04310; PMID: 23209275
WNT8A,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209275
WNT8A,FZD9,Secreted Signaling,KEGG: hsa04310; PMID: 23209276
WNT8A,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209276
WNT8B,FZD1,Secreted Signaling,KEGG: hsa04310; PMID: 23209277
WNT8B,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209277
WNT8B,FZD10,Secreted Signaling,KEGG: hsa04310; PMID: 23209278
WNT8B,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209278
WNT8B,FZD2,Secreted Signaling,KEGG: hsa04310; PMID: 23209279
WNT8B,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209279
WNT8B,FZD3,Secreted Signaling,KEGG: hsa04310; PMID: 23209280
WNT8B,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209280
WNT8B,FZD4,Secreted Signaling,KEGG: hsa04310; PMID: 23209281
WNT8B,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209281
WNT8B,FZD5,Secreted Signaling,KEGG: hsa04310; PMID: 23209282
WNT8B,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209282
WNT8B,FZD6,Secreted Signaling,KEGG: hsa04310; PMID: 23209283
WNT8B,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209283
WNT8B,FZD7,Secreted Signaling,KEGG: hsa04310; PMID: 23209284
WNT8B,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209284
WNT8B,FZD8,Secreted Signaling,KEGG: hsa04310; PMID: 23209285
WNT8B,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209285
WNT8B,FZD9,Secreted Signaling,KEGG: hsa04310; PMID: 23209286
WNT8B,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209286
WNT9A,FZD1,Secreted Signaling,KEGG: hsa04310; PMID: 23209287
WNT9A,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209287
WNT9A,FZD10,Secreted Signaling,KEGG: hsa04310; PMID: 23209288
WNT9A,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209288
WNT9A,FZD2,Secreted Signaling,KEGG: hsa04310; PMID: 23209289
WNT9A,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209289
WNT9A,FZD3,Secreted Signaling,KEGG: hsa04310; PMID: 23209290
WNT9A,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209290
WNT9A,FZD4,Secreted Signaling,KEGG: hsa04310; PMID: 23209291
WNT9A,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209291
WNT9A,FZD5,Secreted Signaling,KEGG: hsa04310; PMID: 23209292
WNT9A,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209292
WNT9A,FZD6,Secreted Signaling,KEGG: hsa04310; PMID: 23209293
WNT9A,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209293
WNT9A,FZD7,Secreted Signaling,KEGG: hsa04310; PMID: 23209294
WNT9A,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209294
WNT9A,FZD8,Secreted Signaling,KEGG: hsa04310; PMID: 23209295
WNT9A,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209295
WNT9A,FZD9,Secreted Signaling,KEGG: hsa04310; PMID: 23209296
WNT9A,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209296
WNT9B,FZD1,Secreted Signaling,KEGG: hsa04310; PMID: 23209297
WNT9B,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209297
WNT9B,FZD10,Secreted Signaling,KEGG: hsa04310; PMID: 23209298
WNT9B,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209298
WNT9B,FZD2,Secreted Signaling,KEGG: hsa04310; PMID: 23209299
WNT9B,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209299
WNT9B,FZD3,Secreted Signaling,KEGG: hsa04310; PMID: 23209300
WNT9B,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209300
WNT9B,FZD4,Secreted Signaling,KEGG: hsa04310; PMID: 23209301
WNT9B,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209301
WNT9B,FZD5,Secreted Signaling,KEGG: hsa04310; PMID: 23209302
WNT9B,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209302
WNT9B,FZD6,Secreted Signaling,KEGG: hsa04310; PMID: 23209303
WNT9B,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209303
WNT9B,FZD7,Secreted Signaling,KEGG: hsa04310; PMID: 23209304
WNT9B,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209304
WNT9B,FZD8,Secreted Signaling,KEGG: hsa04310; PMID: 23209305
WNT9B,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209305
WNT9B,FZD9,Secreted Signaling,KEGG: hsa04310; PMID: 23209306
WNT9B,LRP5,Secreted Signaling,KEGG: hsa04310; PMID: 23209306
WNT1,FZD1,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
WNT1,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
WNT1,FZD10,Secreted Signaling,KEGG: hsa04310; PMID: 23209148
WNT1,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209148
WNT1,FZD2,Secreted Signaling,KEGG: hsa04310; PMID: 23209149
WNT1,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209149
WNT1,FZD3,Secreted Signaling,KEGG: hsa04310; PMID: 23209150
WNT1,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209150
WNT1,FZD4,Secreted Signaling,KEGG: hsa04310; PMID: 23209151
WNT1,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209151
WNT1,FZD5,Secreted Signaling,KEGG: hsa04310; PMID: 23209152
WNT1,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209152
WNT1,FZD6,Secreted Signaling,KEGG: hsa04310; PMID: 23209153
WNT1,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209153
WNT1,FZD7,Secreted Signaling,KEGG: hsa04310; PMID: 23209154
WNT1,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209154
WNT1,FZD8,Secreted Signaling,KEGG: hsa04310; PMID: 23209155
WNT1,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209155
WNT1,FZD9,Secreted Signaling,KEGG: hsa04310; PMID: 23209156
WNT1,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209156
WNT10A,FZD1,Secreted Signaling,KEGG: hsa04310; PMID: 23209157
WNT10A,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209157
WNT10A,FZD10,Secreted Signaling,KEGG: hsa04310; PMID: 23209158
WNT10A,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209158
WNT10A,FZD2,Secreted Signaling,KEGG: hsa04310; PMID: 23209159
WNT10A,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209159
WNT10A,FZD3,Secreted Signaling,KEGG: hsa04310; PMID: 23209160
WNT10A,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209160
WNT10A,FZD4,Secreted Signaling,KEGG: hsa04310; PMID: 23209161
WNT10A,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209161
WNT10A,FZD5,Secreted Signaling,KEGG: hsa04310; PMID: 23209162
WNT10A,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209162
WNT10A,FZD6,Secreted Signaling,KEGG: hsa04310; PMID: 23209163
WNT10A,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209163
WNT10A,FZD7,Secreted Signaling,KEGG: hsa04310; PMID: 23209164
WNT10A,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209164
WNT10A,FZD8,Secreted Signaling,KEGG: hsa04310; PMID: 23209165
WNT10A,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209165
WNT10A,FZD9,Secreted Signaling,KEGG: hsa04310; PMID: 23209166
WNT10A,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209166
WNT10B,FZD1,Secreted Signaling,KEGG: hsa04310; PMID: 23209167
WNT10B,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209167
WNT10B,FZD10,Secreted Signaling,KEGG: hsa04310; PMID: 23209168
WNT10B,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209168
WNT10B,FZD2,Secreted Signaling,KEGG: hsa04310; PMID: 23209169
WNT10B,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209169
WNT10B,FZD3,Secreted Signaling,KEGG: hsa04310; PMID: 23209170
WNT10B,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209170
WNT10B,FZD4,Secreted Signaling,KEGG: hsa04310; PMID: 23209171
WNT10B,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209171
WNT10B,FZD5,Secreted Signaling,KEGG: hsa04310; PMID: 23209172
WNT10B,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209172
WNT10B,FZD6,Secreted Signaling,KEGG: hsa04310; PMID: 23209173
WNT10B,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209173
WNT10B,FZD7,Secreted Signaling,KEGG: hsa04310; PMID: 23209174
WNT10B,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209174
WNT10B,FZD8,Secreted Signaling,KEGG: hsa04310; PMID: 23209175
WNT10B,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209175
WNT10B,FZD9,Secreted Signaling,KEGG: hsa04310; PMID: 23209176
WNT10B,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209176
WNT16,FZD1,Secreted Signaling,KEGG: hsa04310; PMID: 23209177
WNT16,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209177
WNT16,FZD10,Secreted Signaling,KEGG: hsa04310; PMID: 23209178
WNT16,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209178
WNT16,FZD2,Secreted Signaling,KEGG: hsa04310; PMID: 23209179
WNT16,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209179
WNT16,FZD3,Secreted Signaling,KEGG: hsa04310; PMID: 23209180
WNT16,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209180
WNT16,FZD4,Secreted Signaling,KEGG: hsa04310; PMID: 23209181
WNT16,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209181
WNT16,FZD5,Secreted Signaling,KEGG: hsa04310; PMID: 23209182
WNT16,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209182
WNT16,FZD6,Secreted Signaling,KEGG: hsa04310; PMID: 23209183
WNT16,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209183
WNT16,FZD7,Secreted Signaling,KEGG: hsa04310; PMID: 23209184
WNT16,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209184
WNT16,FZD8,Secreted Signaling,KEGG: hsa04310; PMID: 23209185
WNT16,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209185
WNT16,FZD9,Secreted Signaling,KEGG: hsa04310; PMID: 23209186
WNT16,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209186
WNT2,FZD1,Secreted Signaling,KEGG: hsa04310; PMID: 23209187
WNT2,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209187
WNT2,FZD10,Secreted Signaling,KEGG: hsa04310; PMID: 23209188
WNT2,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209188
WNT2,FZD2,Secreted Signaling,KEGG: hsa04310; PMID: 23209189
WNT2,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209189
WNT2,FZD3,Secreted Signaling,KEGG: hsa04310; PMID: 23209190
WNT2,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209190
WNT2,FZD4,Secreted Signaling,KEGG: hsa04310; PMID: 23209191
WNT2,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209191
WNT2,FZD5,Secreted Signaling,KEGG: hsa04310; PMID: 23209192
WNT2,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209192
WNT2,FZD6,Secreted Signaling,KEGG: hsa04310; PMID: 23209193
WNT2,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209193
WNT2,FZD7,Secreted Signaling,KEGG: hsa04310; PMID: 23209194
WNT2,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209194
WNT2,FZD8,Secreted Signaling,KEGG: hsa04310; PMID: 23209195
WNT2,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209195
WNT2,FZD9,Secreted Signaling,KEGG: hsa04310; PMID: 23209196
WNT2,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209196
WNT2B,FZD1,Secreted Signaling,KEGG: hsa04310; PMID: 23209197
WNT2B,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209197
WNT2B,FZD10,Secreted Signaling,KEGG: hsa04310; PMID: 23209198
WNT2B,LRP6,Secreted Signaling,KEGG: hsa04310; PMID: 23209198
WNT2B,FZD2,Secreted Signaling,KEGG: hsa04310; PMID: 23209199
